Run,Seed,Condition,Landmark,Mean error (px),PCK@5 (%)
4,44,Strong Gaussian Blur,leg_mr_c,6.213026947245113,42.280285035629454
4,44,Strong Gaussian Blur,leg_fl_tip,12.873087482366364,6.175771971496437
4,44,Strong Gaussian Blur,leg_ml_tip,16.33376627649417,3.5629453681710213
4,44,Strong Gaussian Blur,leg_bl_tip,15.09009490254774,2.6128266033254155
4,44,Strong Gaussian Blur,leg_br_tip,16.806274850827325,3.5629453681710213
4,44,Strong Gaussian Blur,leg_mr_tip,16.86130105709655,0.23752969121140144
4,44,Strong Gaussian Blur,leg_fr_tip,13.36479355537371,3.32541567695962
4,44,Gaussian Noise,head_fc,112.03234480847786,5.7007125890736345
4,44,Gaussian Noise,head_bl,30.375516273182942,45.13064133016627
4,44,Gaussian Noise,head_br,101.78242778736796,0.0
4,44,Gaussian Noise,thorax_fr,76.49686167567694,0.23752969121140144
4,44,Gaussian Noise,thorax_fl,8.26874159525947,79.57244655581948
4,44,Gaussian Noise,thorax_bc,102.84920692177324,0.23752969121140144
4,44,Gaussian Noise,abdomen,135.67582611417814,0.0
4,44,Gaussian Noise,leg_ml_in,20.068646832470776,2.375296912114014
4,44,Gaussian Noise,leg_ml_c,103.35824270834358,0.0
4,44,Gaussian Noise, leg_mr_in,58.86894590451257,0.23752969121140144
4,44,Gaussian Noise,leg_mr_c,129.58484995032845,0.0
4,44,Gaussian Noise,leg_fl_tip,88.40283078275974,0.23752969121140144
4,44,Gaussian Noise,leg_ml_tip,115.74697353348998,0.0
4,44,Gaussian Noise,leg_bl_tip,111.53448500175682,0.0
4,44,Gaussian Noise,leg_br_tip,131.30020705362637,0.0
4,44,Gaussian Noise,leg_mr_tip,82.38262002184699,0.0
4,44,Gaussian Noise,leg_fr_tip,90.41662057994641,0.0
4,44,Brightness,head_fc,0.6038629375132334,100.0
4,44,Brightness,head_bl,2.73557284806212,100.0
4,44,Brightness,head_br,0.8240858907717913,100.0
4,44,Brightness,thorax_fr,0.8585740637805184,100.0
4,44,Brightness,thorax_fl,1.2532608709676556,100.0
4,44,Brightness,thorax_bc,0.8969909867274991,100.0
4,44,Brightness,abdomen,0.7548769128485625,100.0
4,44,Brightness,leg_ml_in,0.8367316166963711,100.0
4,44,Brightness,leg_ml_c,1.1846768720430692,99.2874109263658
4,44,Brightness, leg_mr_in,1.0694494930623493,99.5249406175772
4,44,Brightness,leg_mr_c,1.4480746852082562,99.2874109263658
4,44,Brightness,leg_fl_tip,4.404675873423079,68.40855106888361
4,44,Brightness,leg_ml_tip,6.026213826557881,46.79334916864608
4,44,Brightness,leg_bl_tip,7.465156928674184,32.066508313539195
4,44,Brightness,leg_br_tip,7.100511342827929,37.05463182897862
4,44,Brightness,leg_mr_tip,6.343539692689998,40.85510688836104
4,44,Brightness,leg_fr_tip,4.558958712426628,71.49643705463184
4,44,Contrast,head_fc,0.5934248063085866,100.0
4,44,Contrast,head_bl,1.5278847864668543,100.0
4,44,Contrast,head_br,0.9703165368222055,100.0
4,44,Contrast,thorax_fr,1.0336037032459198,100.0
4,44,Contrast,thorax_fl,1.0021482802806647,100.0
4,44,Contrast,thorax_bc,1.2941606390460816,100.0
4,44,Contrast,abdomen,0.8550470592482772,99.2874109263658
4,44,Contrast,leg_ml_in,0.987669431169882,100.0
4,44,Contrast,leg_ml_c,1.3807836427444082,98.812351543943
4,44,Contrast, leg_mr_in,1.0637644064329408,99.5249406175772
4,44,Contrast,leg_mr_c,1.386538873843272,99.7624703087886
4,44,Contrast,leg_fl_tip,2.3410251426917497,88.36104513064133
4,44,Contrast,leg_ml_tip,1.5081359283437885,96.19952494061758
4,44,Contrast,leg_bl_tip,3.4635087162026412,85.03562945368171
4,44,Contrast,leg_br_tip,3.4374704512096805,83.1353919239905
4,44,Contrast,leg_mr_tip,1.7764579258950082,96.67458432304038
4,44,Contrast,leg_fr_tip,2.457549898655468,93.34916864608076
4,44,Central Occlusion,head_fc,16.450423187271866,0.0
4,44,Central Occlusion,head_bl,29.49103871392951,0.0
4,44,Central Occlusion,head_br,33.643521870824394,0.0
4,44,Central Occlusion,thorax_fr,34.66519659318211,0.0
4,44,Central Occlusion,thorax_fl,27.40231701700024,0.0
4,44,Central Occlusion,thorax_bc,68.85836647293674,0.0
4,44,Central Occlusion,abdomen,66.50588505259974,0.0
4,44,Central Occlusion,leg_ml_in,31.755210033815867,0.0
4,44,Central Occlusion,leg_ml_c,56.297816417697504,0.0
4,44,Central Occlusion, leg_mr_in,43.537645056060725,0.0
4,44,Central Occlusion,leg_mr_c,60.119209840593726,0.0
4,44,Central Occlusion,leg_fl_tip,27.024950592998003,0.0
4,44,Central Occlusion,leg_ml_tip,46.03068509841822,0.0
4,44,Central Occlusion,leg_bl_tip,39.26475377994436,1.66270783847981
4,44,Central Occlusion,leg_br_tip,64.23809961638995,0.0
4,44,Central Occlusion,leg_mr_tip,42.6749550206501,0.0
4,44,Central Occlusion,leg_fr_tip,46.04459274069145,0.0
5,55,Baseline,head_fc,1.0910836148241703,100.0
5,55,Baseline,head_bl,1.3902723006419568,100.0
5,55,Baseline,head_br,0.6797180882433093,100.0
5,55,Baseline,thorax_fr,0.746361050402751,100.0
5,55,Baseline,thorax_fl,0.7969451818749669,100.0
5,55,Baseline,thorax_bc,0.8160853104946311,100.0
5,55,Baseline,abdomen,0.7182041771900137,100.0
5,55,Baseline,leg_ml_in,0.8936939426024839,100.0
5,55,Baseline,leg_ml_c,1.0923614215739965,98.812351543943
5,55,Baseline, leg_mr_in,1.0381894698340572,99.7624703087886
5,55,Baseline,leg_mr_c,1.0219444928235224,99.5249406175772
5,55,Baseline,leg_fl_tip,2.200005818763297,92.87410926365796
5,55,Baseline,leg_ml_tip,1.7690597325000896,95.96199524940617
5,55,Baseline,leg_bl_tip,3.3060299712029853,85.74821852731591
5,55,Baseline,leg_br_tip,2.72366747690031,86.22327790973871
5,55,Baseline,leg_mr_tip,1.3195720853570496,98.09976247030879
5,55,Baseline,leg_fr_tip,1.8360073924676072,94.29928741092637
5,55,Mild Gaussian Blur,head_fc,1.4160926875647952,100.0
5,55,Mild Gaussian Blur,head_bl,1.3089829656885432,100.0
5,55,Mild Gaussian Blur,head_br,0.657923022594537,100.0
5,55,Mild Gaussian Blur,thorax_fr,0.730156154649266,100.0
5,55,Mild Gaussian Blur,thorax_fl,0.7812334848069896,100.0
5,55,Mild Gaussian Blur,thorax_bc,0.911522555526238,100.0
5,55,Mild Gaussian Blur,abdomen,0.8686746801731151,100.0
5,55,Mild Gaussian Blur,leg_ml_in,1.0373257357543682,100.0
5,55,Mild Gaussian Blur,leg_ml_c,1.0199556799924485,99.04988123515439
5,55,Mild Gaussian Blur, leg_mr_in,1.005936568494026,99.7624703087886
5,55,Mild Gaussian Blur,leg_mr_c,1.305766158556883,99.7624703087886
5,55,Mild Gaussian Blur,leg_fl_tip,2.8534907424843894,91.92399049881234
5,55,Mild Gaussian Blur,leg_ml_tip,2.0704750134578527,94.53681710213777
5,55,Mild Gaussian Blur,leg_bl_tip,4.953594651369277,73.39667458432304
5,55,Mild Gaussian Blur,leg_br_tip,7.670099270263308,51.543942992874115
5,55,Mild Gaussian Blur,leg_mr_tip,1.819735129987826,95.24940617577197
5,55,Mild Gaussian Blur,leg_fr_tip,2.5421913619230128,90.97387173396675
5,55,Strong Gaussian Blur,head_fc,4.258382516758556,94.77434679334917
5,55,Strong Gaussian Blur,head_bl,9.359873850535157,71.49643705463184
5,55,Strong Gaussian Blur,head_br,2.9508484627248768,96.91211401425178
5,55,Strong Gaussian Blur,thorax_fr,3.9781311147320095,93.11163895486936
5,55,Strong Gaussian Blur,thorax_fl,11.730384293710364,47.03087885985748
5,55,Strong Gaussian Blur,thorax_bc,2.799674807572129,93.34916864608076
5,55,Strong Gaussian Blur,abdomen,1.2342369627708465,99.7624703087886
5,55,Strong Gaussian Blur,leg_ml_in,7.784356989298209,19.002375296912113
5,55,Strong Gaussian Blur,leg_ml_c,9.35972361812428,29.216152019002372
5,55,Strong Gaussian Blur, leg_mr_in,9.240073026587904,17.577197149643705
5,55,Strong Gaussian Blur,leg_mr_c,8.129507138293492,57.482185273159146
5,55,Strong Gaussian Blur,leg_fl_tip,9.639996222998606,30.641330166270787
5,55,Strong Gaussian Blur,leg_ml_tip,14.879976527547875,30.16627078384798
5,55,Strong Gaussian Blur,leg_bl_tip,18.71499269863957,5.938242280285035
5,55,Strong Gaussian Blur,leg_br_tip,20.21064743660709,3.5629453681710213
5,55,Strong Gaussian Blur,leg_mr_tip,21.7801709901345,13.539192399049881
5,55,Strong Gaussian Blur,leg_fr_tip,8.0603581345326,57.95724465558195
5,55,Gaussian Noise,head_fc,14.012134699540157,81.71021377672209
5,55,Gaussian Noise,head_bl,10.912452578658126,83.8479809976247
5,55,Gaussian Noise,head_br,8.989822053060069,88.36104513064133
5,55,Gaussian Noise,thorax_fr,9.99975186381592,68.646080760095
5,55,Gaussian Noise,thorax_fl,4.463362048054672,93.34916864608076
5,55,Gaussian Noise,thorax_bc,2.3982050231300422,94.53681710213777
5,55,Gaussian Noise,abdomen,14.803441583247581,28.028503562945367
5,55,Gaussian Noise,leg_ml_in,4.248408432195479,91.21140142517815
5,55,Gaussian Noise,leg_ml_c,4.455240464889659,80.52256532066508
5,55,Gaussian Noise, leg_mr_in,5.502849688123891,56.294536817102134
5,55,Gaussian Noise,leg_mr_c,2.9099393956593613,84.32304038004752
5,55,Gaussian Noise,leg_fl_tip,31.858684287363708,5.225653206650831
5,55,Gaussian Noise,leg_ml_tip,19.25527945413824,5.938242280285035
5,55,Gaussian Noise,leg_bl_tip,34.878553224941115,0.23752969121140144
5,55,Gaussian Noise,leg_br_tip,15.63316144786545,6.413301662707839
5,55,Gaussian Noise,leg_mr_tip,20.7093476385989,4.513064133016627
5,55,Gaussian Noise,leg_fr_tip,15.920213875894108,9.501187648456057
5,55,Brightness,head_fc,1.1722416720617719,100.0
5,55,Brightness,head_bl,1.4207336959669015,100.0
5,55,Brightness,head_br,0.7460513758306794,100.0
5,55,Brightness,thorax_fr,0.7149196944971649,100.0
5,55,Brightness,thorax_fl,0.8158600137832646,100.0
5,55,Brightness,thorax_bc,0.8125812634744741,100.0
5,55,Brightness,abdomen,1.1810038336333037,99.5249406175772
5,55,Brightness,leg_ml_in,1.0124058026475786,100.0
5,55,Brightness,leg_ml_c,1.2604429506831984,98.812351543943
5,55,Brightness, leg_mr_in,1.15908261535995,100.0
5,55,Brightness,leg_mr_c,1.23737261603848,99.5249406175772
5,55,Brightness,leg_fl_tip,4.9752594658420595,73.87173396674585
5,55,Brightness,leg_ml_tip,4.884789277396056,74.58432304038006
5,55,Brightness,leg_bl_tip,10.040948692547758,55.819477434679335
5,55,Brightness,leg_br_tip,9.446498944772522,52.49406175771971
5,55,Brightness,leg_mr_tip,6.523252801483216,53.919239904988125
5,55,Brightness,leg_fr_tip,3.6514354014582615,82.89786223277909
5,55,Contrast,head_fc,1.0925824932651755,99.7624703087886
5,55,Contrast,head_bl,1.2166170812076746,100.0
5,55,Contrast,head_br,0.9980832579659792,100.0
5,55,Contrast,thorax_fr,0.8084300149072073,100.0
5,55,Contrast,thorax_fl,0.8772319148535641,100.0
5,55,Contrast,thorax_bc,0.8528003573090247,100.0
5,55,Contrast,abdomen,0.817119971213605,100.0
5,55,Contrast,leg_ml_in,0.9459607411605585,100.0
5,55,Contrast,leg_ml_c,1.2149046264376204,98.57482185273159
5,55,Contrast, leg_mr_in,1.2681826102089895,100.0
5,55,Contrast,leg_mr_c,1.1546265185274331,100.0
5,55,Contrast,leg_fl_tip,3.37189971874613,85.5106888361045
5,55,Contrast,leg_ml_tip,3.028423029457417,92.63657957244655
5,55,Contrast,leg_bl_tip,4.059103239818385,82.6603325415677
5,55,Contrast,leg_br_tip,3.6109038511018183,84.08551068883611
5,55,Contrast,leg_mr_tip,2.0095288104301714,95.96199524940617
5,55,Contrast,leg_fr_tip,2.4860269131769046,89.78622327790974
5,55,Central Occlusion,head_fc,80.76751437671686,0.0
5,55,Central Occlusion,head_bl,55.17955591155532,0.0
5,55,Central Occlusion,head_br,44.35765881485993,0.0
5,55,Central Occlusion,thorax_fr,42.812283342710685,0.0
5,55,Central Occlusion,thorax_fl,48.15613088558999,0.0
5,55,Central Occlusion,thorax_bc,59.058177635349345,0.0
5,55,Central Occlusion,abdomen,67.10924034623325,0.0
5,55,Central Occlusion,leg_ml_in,59.962569975697335,0.0
5,55,Central Occlusion,leg_ml_c,43.27815983691153,0.0
5,55,Central Occlusion, leg_mr_in,63.43678824827837,0.0
5,55,Central Occlusion,leg_mr_c,73.81305364494611,0.0
5,55,Central Occlusion,leg_fl_tip,47.14820143902689,3.0878859857482186
5,55,Central Occlusion,leg_ml_tip,37.075602502840766,0.0
5,55,Central Occlusion,leg_bl_tip,61.58798176575946,0.0
5,55,Central Occlusion,leg_br_tip,77.81379034912807,0.0
5,55,Central Occlusion,leg_mr_tip,81.39716188060238,0.0
5,55,Central Occlusion,leg_fr_tip,42.100450508870686,0.0
